community_id,community_name,state,year,population,youth_population,median_income,poverty_rate,pct_bachelors,tennis_courts_per_100k,pop_density,d1_players,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,d1_rate_per_100k
C0021,FL Community 021,FL,2023,174186,29143,91502,27.66,49.35,3.575,1701.3,1,-1.4177,0.5622,0.3001,0.2872,0.687,0.0986,0.5741
C0022,TX Community 022,TX,2023,213410,43177,82438,23.6,40.89,4.456,942.0,0,1.018,-1.1313,0.3231,-0.4322,-0.0235,-1.7202,0.0
C0023,TN Community 023,TN,2023,86616,20208,61237,23.18,25.13,0.05,1865.8,0,0.6884,0.0597,0.0844,-0.1785,-0.027,0.8221,0.0
C0024,IL Community 024,IL,2023,13177,2905,40009,37.34,22.0,3.105,521.3,0,-0.5174,-1.9935,1.6733,0.5883,1.2139,0.3585,0.0
C0025,TX Community 025,TX,2023,126140,25979,78950,20.14,23.94,0.976,188.8,0,1.0086,-1.9225,0.5285,-0.0698,1.5387,1.8751,0.0
C0026,MN Community 026,MN,2023,170833,34378,84234,19.92,25.09,3.433,6780.2,0,0.1256,-0.2499,0.5631,0.3918,0.5174,1.4317,0.0
C0027,AZ Community 027,AZ,2023,80839,15715,95534,23.4,45.81,4.909,439.5,0,-0.6554,-1.1894,1.7303,0.0083,-1.0083,-0.8415,0.0
C0028,WA Community 028,WA,2023,172437,48302,86362,17.71,24.99,3.862,1173.2,2,-0.9122,3.5102,-0.4562,-1.0349,0.4873,-0.2203,1.1598
C0029,NC Community 029,NC,2023,57999,10851,136106,12.12,66.25,5.774,1891.2,1,-0.2189,-0.6041,-0.392,1.2225,0.3885,-0.033,1.7242
C0030,OH Community 030,OH,2023,72254,16993,70474,24.13,20.13,2.7,810.8,0,-0.0348,0.5627,-0.4896,-1.1743,1.0021,-1.0146,0.0
C0031,MI Community 031,MI,2023,125333,22897,72413,27.12,43.59,5.334,251.8,0,0.7275,-1.9056,-0.7912,0.019,-0.425,-0.142,0.0
C0032,MI Community 032,MI,2023,94826,22844,82455,28.43,41.79,2.004,383.5,0,-0.1233,0.2392,0.6783,0.9215,0.1591,-1.2296,0.0
C0033,MN Community 033,MN,2023,30788,6367,73997,18.13,29.2,4.388,1248.2,0,-0.6096,-0.923,-0.591,-0.1501,-0.1919,-2.0747,0.0
C0034,OH Community 034,OH,2023,41010,9158,36596,38.58,17.2,0.05,249.6,0,-0.935,0.1691,1.4659,-0.4003,-0.515,0.5736,0.0
C0035,NC Community 035,NC,2023,89556,23372,69541,27.04,21.33,4.541,1939.2,0,-1.5336,0.1992,0.1958,0.4792,1.095,1.0923,0.0
C0036,MA Community 036,MA,2023,174878,38703,67970,29.11,24.93,0.855,1569.0,0,-1.2813,1.2313,1.4049,0.9946,-0.9205,-0.2,0.0
C0037,MI Community 037,MI,2023,49072,11124,78289,26.44,42.49,3.215,235.4,0,-1.1624,0.6695,-0.107,-1.3961,-0.8696,-0.1619,0.0
C0038,OH Community 038,OH,2023,71434,17746,118444,8.02,53.98,2.956,1793.0,1,-0.9366,-1.6328,0.7151,-1.4589,1.0704,0.8939,1.3999
C0039,NY Community 039,NY,2023,99416,21871,61504,22.02,19.44,2.345,2313.6,0,0.0643,0.5756,0.9337,-0.5059,-0.1263,-1.3085,0.0
C0040,MN Community 040,MN,2023,62207,17150,46412,31.45,37.21,3.949,1754.8,0,1.2148,0.9254,0.4845,0.3737,-0.2809,-0.676,0.0
C0041,VA Community 041,VA,2023,134926,35648,97868,25.23,42.22,6.109,5564.2,2,-1.4759,-1.3311,0.4251,1.2636,0.6008,0.7126,1.4823
C0042,CO Community 042,CO,2023,50779,11063,96508,28.82,41.05,3.499,517.7,0,0.2985,-0.0311,-2.0526,0.447,-0.1015,0.7092,0.0
C0043,IL Community 043,IL,2023,35191,8380,89516,24.2,25.76,0.722,567.7,0,-0.431,-0.8791,-0.1786,0.8159,0.2776,-0.3983,0.0
C0044,FL Community 044,FL,2023,25552,6093,51987,30.88,20.99,0.05,203.3,0,1.3465,-0.0425,0.963,-0.6941,-0.4488,1.8387,0.0
C0045,GA Community 045,GA,2023,28618,7854,22000,44.98,18.68,4.032,851.6,0,-0.3024,0.3303,0.958,0.0242,-1.2999,0.0768,0.0
C0046,NY Community 046,NY,2023,41142,10375,93581,21.16,37.95,3.972,569.6,0,-0.434,-0.1686,0.0169,-0.8947,-0.3195,0.4634,0.0
C0047,WA Community 047,WA,2023,59770,11292,61813,24.63,29.77,1.692,444.7,0,0.6659,1.39,1.3466,0.1958,0.5086,0.6206,0.0
C0048,WI Community 048,WI,2023,6588,1374,55339,29.52,20.47,0.05,2290.4,0,0.3445,1.3015,0.8544,0.079,-0.0001,1.4135,0.0
C0049,AZ Community 049,AZ,2023,50235,9975,55848,32.45,19.64,0.586,13144.3,0,-1.5235,0.2002,-0.1407,0.1499,1.1816,-1.5924,0.0
C0050,CA Community 050,CA,2023,52372,13631,22000,32.75,6.0,0.834,474.8,0,-0.3509,0.3168,0.3302,0.1916,-2.3726,1.7815,0.0
C0051,MI Community 051,MI,2023,7747,1552,50193,40.34,26.06,1.57,233.2,0,-0.5607,-1.1254,-1.7047,1.9596,-0.1198,-0.0787,0.0
C0052,AZ Community 052,AZ,2023,52672,11043,58282,31.19,32.5,1.865,1855.8,0,1.0424,-0.2987,0.0367,0.0491,-0.6785,0.5741,0.0
C0053,MN Community 053,MN,2023,77344,15612,56546,32.73,38.06,3.941,235.7,0,0.4065,-0.8529,-1.8503,0.7871,1.582,-0.7707,0.0
C0054,NY Community 054,NY,2023,42383,10018,39611,43.8,13.94,0.725,3192.3,0,-0.3239,-0.5273,1.8223,-0.6038,3.4719,1.0651,0.0
C0055,GA Community 055,GA,2023,32713,5944,37716,39.45,9.36,3.067,694.9,0,0.1267,2.3436,1.1325,-0.3277,-0.2951,-1.5269,0.0
C0056,MI Community 056,MI,2023,6492,1354,69276,26.18,36.71,2.041,1099.5,0,-2.9998,1.0328,0.2992,0.04,-1.0467,0.3852,0.0
C0057,WI Community 057,WI,2023,41705,10661,79869,25.23,27.41,5.01,470.1,0,1.3275,1.5596,-0.0686,-0.9911,1.5816,-0.9417,0.0
C0058,TN Community 058,TN,2023,127181,27031,81235,27.26,48.19,4.4,148.3,0,1.6063,-2.534,0.4649,-0.7335,0.7263,-0.5618,0.0
C0059,GA Community 059,GA,2023,26864,5712,52363,30.73,33.21,2.148,1154.6,0,0.2678,-0.0146,-0.0518,-1.7902,1.3101,-0.2125,0.0
C0060,TN Community 060,TN,2023,57564,13592,69120,24.14,27.08,2.78,456.8,0,-0.0927,-0.2541,-0.3403,-0.6394,1.4783,-1.4829,0.0
C0061,GA Community 061,GA,2023,90575,22736,86466,21.82,27.63,2.508,672.6,0,-0.245,0.6215,0.529,0.4656,1.0772,-0.027,0.0
C0062,FL Community 062,FL,2023,94925,18386,85904,28.26,37.53,5.969,2026.0,0,-1.2666,-1.3883,1.1349,0.6138,1.4417,-1.6084,0.0
C0063,AZ Community 063,AZ,2023,103746,22799,104404,19.82,44.44,2.848,1143.8,1,-0.6148,1.5931,-0.6459,-0.9214,0.8409,-0.9975,0.9639
C0064,TX Community 064,TX,2023,39495,8737,65831,27.84,29.24,2.633,798.9,0,1.315,1.4822,0.5867,0.8987,-0.3893,-1.0071,0.0
C0065,VA Community 065,VA,2023,112859,23459,73956,26.03,46.24,3.328,1480.1,0,0.9924,-1.2345,0.1823,-0.9556,-0.4961,-0.0281,0.0
C0066,IL Community 066,IL,2023,158436,33075,82342,28.06,33.68,0.736,1770.0,0,1.7616,0.5912,0.3529,-1.695,-1.2846,-0.1166,0.0
C0067,VA Community 067,VA,2023,104201,24129,45281,38.57,25.06,1.06,4644.9,0,1.3195,-1.4737,-0.0959,-1.3955,1.1827,-0.3438,0.0
C0068,NC Community 068,NC,2023,38989,7607,106516,13.51,61.7,3.558,258.5,1,2.0532,-0.0858,1.2635,-1.016,0.178,-1.5131,2.5648
C0069,MO Community 069,MO,2023,58945,11313,102395,20.97,56.28,4.888,73.0,0,-0.8411,-0.8153,-1.4332,0.9223,-1.044,0.2917,0.0
C0070,CO Community 070,CO,2023,27480,7099,65907,32.06,40.2,0.2,539.8,0,-1.0939,-1.5199,-0.6467,-1.6641,0.6952,-2.161,0.0
C0071,MN Community 071,MN,2023,100912,20502,70445,31.84,38.0,1.72,2738.7,0,0.9014,0.5421,0.8045,-0.3288,-0.9727,-0.8952,0.0
C0072,TN Community 072,TN,2023,32053,6611,109653,12.57,46.87,4.029,724.3,0,1.9204,0.3454,-1.1591,-1.2392,0.5466,1.9636,0.0
C0073,NC Community 073,NC,2023,86903,19479,55363,35.59,26.99,2.628,1058.8,0,0.2459,-0.382,1.4968,-0.063,0.6285,-1.1437,0.0
C0074,NC Community 074,NC,2023,105349,22946,61787,33.85,48.24,0.077,2647.2,0,-0.666,-0.7093,0.1272,-0.5357,0.0488,-1.623,0.0
C0075,CA Community 075,CA,2023,8025,2289,66313,21.75,31.15,1.652,365.0,0,0.2534,-0.2967,0.8813,0.3998,-1.1613,-0.0268,0.0
C0076,OH Community 076,OH,2023,267114,65215,108004,20.08,46.05,3.99,869.9,1,0.1285,-0.2084,-0.561,1.0717,-0.6142,-0.8285,0.3744
C0077,OH Community 077,OH,2023,64196,13175,37916,33.22,19.44,3.602,99.7,0,0.7812,0.4994,-0.8974,1.7162,-0.9623,0.6705,0.0
C0078,MN Community 078,MN,2023,17591,4044,96525,20.35,45.71,4.494,9866.5,0,0.78,-1.4322,-0.4912,0.324,1.9762,1.8459,0.0
C0079,MA Community 079,MA,2023,37621,9283,41007,30.06,34.77,1.231,639.7,0,1.4955,-0.0209,0.7678,0.6803,0.787,-1.9271,0.0
C0080,VA Community 080,VA,2023,59813,13174,76999,27.63,31.78,1.988,1055.4,0,0.2934,-0.892,-2.1705,1.0207,-1.125,0.0613,0.0
C0081,NC Community 081,NC,2023,36196,7939,36934,34.82,6.0,2.87,345.4,0,0.6702,0.7756,-0.86,-1.0792,0.2467,0.2277,0.0
C0082,GA Community 082,GA,2023,42646,9603,59674,29.45,25.84,1.669,2996.5,0,0.3509,0.5981,0.3811,0.8247,0.7838,0.0891,0.0
C0083,WA Community 083,WA,2023,34811,6381,75521,20.42,27.68,3.317,217.3,0,-0.1569,-0.547,0.6687,-0.0095,0.1634,-0.1858,0.0
C0084,OR Community 084,OR,2023,78048,19715,87996,20.97,42.08,1.642,185.7,0,-0.209,-0.5906,0.8422,1.8524,0.0163,0.003,0.0
C0085,IL Community 085,IL,2023,125157,21807,58110,30.01,29.51,0.053,507.2,0,-0.3563,-0.7986,-1.0146,0.6104,1.2806,1.4755,0.0
C0086,WA Community 086,WA,2023,102015,23059,81810,26.17,39.48,1.27,1256.0,0,0.2231,0.6714,-0.4188,1.5617,-0.7463,-1.4087,0.0
C0087,OH Community 087,OH,2023,197574,40463,37102,30.2,26.75,0.05,559.3,0,-0.9325,0.073,-0.8184,-1.2025,0.0263,0.271,0.0
C0088,NC Community 088,NC,2023,67160,15579,56033,33.89,22.96,2.902,1208.7,0,-1.2126,-0.6523,0.3942,-1.7311,0.7472,-0.6013,0.0
C0089,MI Community 089,MI,2023,75241,15952,37054,32.18,21.42,1.697,1293.4,0,0.9083,0.0883,-1.1273,-0.3007,-1.1965,2.3333,0.0
C0090,MO Community 090,MO,2023,80329,17034,71798,20.68,35.75,2.673,994.1,0,2.1283,0.6785,1.3125,-0.086,-0.9821,-0.1814,0.0
C0091,FL Community 091,FL,2023,30539,5541,57843,33.06,33.33,3.675,548.6,0,-0.8718,-0.3083,0.2316,1.1889,-1.6009,-0.1421,0.0
C0092,AZ Community 092,AZ,2023,157996,36816,103808,16.93,34.56,2.873,143.5,0,0.7154,0.5551,-0.5833,-0.169,1.0234,0.767,0.0
C0093,MO Community 093,MO,2023,97624,14609,75144,25.61,38.22,3.544,497.4,0,-0.8248,-1.3221,0.2824,0.5305,-0.4249,0.4394,0.0
C0094,PA Community 094,PA,2023,131048,30956,61671,31.47,40.11,2.247,657.4,1,0.2471,-1.4956,-0.0826,-0.7196,-0.2001,0.9568,0.7631
C0095,MO Community 095,MO,2023,35440,7895,44488,37.25,18.5,0.05,561.7,0,-0.2418,-0.4059,-0.7384,-0.0344,-0.4131,-0.675,0.0
C0096,WA Community 096,WA,2023,85927,15813,59766,28.25,28.01,2.678,413.5,0,0.9964,0.6475,-0.0711,0.5202,1.208,1.6135,0.0
C0097,MI Community 097,MI,2023,24964,5569,74276,23.61,32.82,3.885,4840.4,0,0.0248,1.3895,-1.2848,0.9882,-0.7248,-0.1467,0.0
C0098,TN Community 098,TN,2023,15313,2907,78538,25.78,29.74,2.678,1058.9,0,0.0907,-0.7147,-3.1311,0.6213,0.6343,1.1656,0.0
C0099,OR Community 099,OR,2023,86618,18362,49118,31.8,24.37,4.287,1481.9,0,0.1282,0.0293,1.0141,0.6623,-0.6829,-0.6257,0.0
C0100,AZ Community 100,AZ,2023,110837,25909,44919,31.92,27.08,0.608,235.2,0,0.5529,0.8921,0.0654,-0.8789,-0.1661,-1.331,0.0
C0101,MA Community 101,MA,2023,202520,45040,44696,26.5,16.86,1.609,380.9,0,0.2431,-0.834,1.7793,-2.1241,0.9704,1.1602,0.0
C0102,MN Community 102,MN,2023,93506,24326,56326,28.71,33.77,0.05,1191.4,0,-1.2522,3.5842,0.3437,-0.3972,-0.1197,-0.6033,0.0
C0103,OH Community 103,OH,2023,70217,16008,38687,27.78,29.21,2.915,4125.1,0,-1.1106,-0.7048,0.9897,0.2999,-0.6533,0.317,0.0
C0104,FL Community 104,FL,2023,59292,10644,45653,27.74,23.5,1.807,888.6,0,0.83,-0.2378,-0.6036,1.1257,-0.7213,-1.1172,0.0
C0105,PA Community 105,PA,2023,72521,17321,23329,35.91,10.45,2.01,6808.9,0,-1.2549,0.5375,0.707,-1.6557,1.2899,1.3661,0.0
C0106,VA Community 106,VA,2023,22196,4485,65107,28.67,36.06,1.987,321.2,1,-0.4241,-2.1153,-0.0637,-0.7616,-1.1208,0.8825,4.5053
C0107,NY Community 107,NY,2023,40077,9832,97286,13.27,49.29,5.276,823.4,0,-0.7416,-0.7196,-1.4469,-1.5705,-1.1368,0.7681,0.0
C0108,GA Community 108,GA,2023,17737,3998,100949,23.82,50.06,4.009,122.5,0,-1.1673,-1.8991,-0.7984,-1.013,-0.3868,-0.3866,0.0
C0109,CO Community 109,CO,2023,79926,18944,110735,14.87,41.11,1.481,1075.0,1,0.2731,-1.1196,-0.8889,-1.006,-0.5852,-0.182,1.2512
C0110,NY Community 110,NY,2023,7902,1774,89730,25.67,43.12,5.08,2661.5,0,0.5766,0.5398,2.4136,1.1948,0.1618,-0.0916,0.0
C0111,GA Community 111,GA,2023,29091,6419,43211,38.81,16.84,1.576,2184.4,0,0.786,-1.2047,0.9442,1.0364,-1.6046,-0.3001,0.0
C0112,MA Community 112,MA,2023,84761,17985,70443,30.44,31.71,4.449,97.5,0,-1.1628,-0.4933,2.3406,0.3066,-0.4207,1.605,0.0
C0113,NC Community 113,NC,2023,6461,1659,56774,27.05,21.43,2.092,826.5,0,0.603,-0.7109,-0.8875,-0.1651,-1.009,-0.3371,0.0
C0114,WI Community 114,WI,2023,31234,6339,70354,25.81,40.86,3.627,85.5,1,-1.5384,0.3904,-0.418,0.1237,0.1601,1.2687,3.2016
C0115,NY Community 115,NY,2023,54770,11490,63231,22.82,30.69,1.614,1023.4,0,-1.4725,-0.6033,-0.0793,1.1954,-0.5967,0.9642,0.0
C0116,OR Community 116,OR,2023,60782,11085,75306,32.22,46.41,1.563,1518.4,0,-0.402,0.1517,-1.0305,-0.248,-0.2379,0.3708,0.0
C0117,TX Community 117,TX,2023,29572,6349,74066,15.39,41.61,2.874,662.1,0,0.8763,-0.8174,-2.5472,0.8045,-0.8852,0.8547,0.0
C0118,IL Community 118,IL,2023,137867,24186,117516,13.03,55.3,3.172,71.4,3,-0.7111,1.0931,-0.2518,-1.1618,0.7707,0.4302,2.176
C0119,MN Community 119,MN,2023,161625,45724,70123,26.4,31.8,4.029,615.4,4,-0.5056,-0.8081,-0.15,-0.3783,-0.7197,-1.5689,2.4749
C0120,MN Community 120,MN,2023,205542,52575,60448,29.44,30.48,0.05,1371.3,0,-0.3169,0.4894,0.0974,-1.514,-0.4984,-1.9697,0.0
C0121,AZ Community 121,AZ,2023,29204,5939,47248,35.78,16.84,2.282,1980.1,0,1.2845,-0.5634,-1.6426,-0.0564,0.8199,0.7681,0.0
C0122,WI Community 122,WI,2023,38009,7426,76844,19.69,26.42,4.651,3895.0,0,-0.0669,-0.5008,1.4001,1.6421,-0.2104,0.9345,0.0
C0123,MN Community 123,MN,2023,18636,4124,54993,26.49,28.36,1.917,185.3,0,1.5417,-0.9075,1.9871,0.2785,-0.1631,-1.0007,0.0
C0124,WA Community 124,WA,2023,20086,3900,70648,28.17,35.42,2.668,229.6,0,1.3517,-0.6744,-0.4585,0.4683,2.0355,0.5232,0.0
C0125,WA Community 125,WA,2023,79748,20214,52336,34.64,39.09,2.439,116.7,0,-1.267,0.0809,-0.6963,-2.5344,0.6862,-1.3905,0.0
C0126,GA Community 126,GA,2023,77056,15426,80085,27.88,39.6,4.176,562.3,0,0.0725,-0.4188,1.0211,0.4753,-1.0488,1.4339,0.0
C0127,WA Community 127,WA,2023,191671,39728,63214,32.09,36.18,2.347,722.3,0,0.1457,1.0205,-0.5398,1.3869,0.7868,1.0418,0.0
C0128,TX Community 128,TX,2023,169604,30913,47155,40.98,22.0,3.187,695.7,0,-0.2125,0.9394,2.1521,0.4871,-0.3047,0.3873,0.0
C0129,CO Community 129,CO,2023,74391,18179,52671,35.15,30.84,1.885,847.6,0,-0.192,0.7859,0.5632,0.3502,1.5867,-0.7711,0.0
C0130,OH Community 130,OH,2023,119292,32154,49748,36.42,33.89,0.702,451.7,0,0.1028,0.7583,0.805,1.0402,-0.1146,0.2569,0.0
C0131,IL Community 131,IL,2023,103912,20669,79851,20.94,29.95,2.184,388.7,0,1.2745,-0.0164,-0.0267,-0.531,1.6603,-0.2604,0.0
C0132,OR Community 132,OR,2023,20117,4452,82950,26.91,31.37,3.079,784.9,0,0.2422,0.5474,1.2281,1.4121,-0.0098,1.0402,0.0
C0133,MO Community 133,MO,2023,96145,18394,65002,36.01,25.86,1.679,2186.1,0,0.9106,-0.304,-0.1731,1.1371,1.5405,-0.6947,0.0
C0134,PA Community 134,PA,2023,54344,10193,69400,33.3,27.21,1.843,1036.7,0,-0.1612,-0.2501,1.538,1.9563,0.5292,0.2864,0.0
C0135,MO Community 135,MO,2023,20583,5066,29498,40.26,13.18,0.05,218.3,0,0.1843,-1.3929,-0.7746,1.1306,-1.0089,0.4282,0.0
C0136,NY Community 136,NY,2023,29950,6328,53303,31.07,34.62,0.836,313.2,0,-0.1182,0.3722,-1.1774,0.7461,-0.5871,-0.7581,0.0
C0137,CA Community 137,CA,2023,48596,11340,86992,18.81,45.41,3.13,1264.2,0,-0.7823,-0.094,-0.3633,-0.6362,0.0216,1.1894,0.0
C0138,TN Community 138,TN,2023,77776,18580,59006,32.46,29.18,2.572,4208.4,0,-0.2174,0.3213,0.3691,1.2034,-1.1346,0.0963,0.0
C0139,WA Community 139,WA,2023,122600,31591,63746,23.17,38.05,3.866,453.9,1,-1.8523,-0.2578,1.4855,0.1515,-0.9276,-0.7137,0.8157
C0140,TN Community 140,TN,2023,110451,24721,93455,23.44,39.25,4.127,234.2,1,0.1099,0.5565,0.9831,1.2553,0.1588,0.3707,0.9054
C0141,GA Community 141,GA,2023,15785,3409,82422,25.04,49.38,1.542,205.8,0,-0.854,0.5412,-0.4486,1.3144,0.0142,0.06,0.0
C0142,MA Community 142,MA,2023,104921,20633,54948,33.83,29.27,3.336,660.7,0,0.9289,0.4983,0.7294,0.8226,0.9011,0.5208,0.0
C0143,OR Community 143,OR,2023,42325,10498,74160,24.52,32.35,1.08,303.4,0,1.8756,-0.581,-1.6897,0.6761,-0.2318,0.5031,0.0
C0144,MI Community 144,MI,2023,177631,45701,72672,32.22,10.45,3.477,631.2,0,0.289,0.4278,0.0861,0.6949,-0.2234,-0.478,0.0
C0145,MO Community 145,MO,2023,53008,9477,75032,25.2,34.56,4.244,279.8,0,-0.3888,-1.7572,0.2122,-0.3973,-1.8641,-0.387,0.0
C0146,OH Community 146,OH,2023,216003,43422,85211,26.69,46.72,3.006,2864.1,3,0.9026,1.6529,0.5989,0.5391,-0.5,-0.8539,1.3889
C0147,TN Community 147,TN,2023,81642,16461,48369,35.6,14.46,0.05,1944.6,0,-2.3205,-1.1239,2.0463,0.2154,0.3036,-0.6165,0.0
C0148,IL Community 148,IL,2023,154150,29963,95869,24.28,36.58,4.69,1623.7,1,-0.0235,0.0777,-1.4921,-1.0278,-0.5013,-0.9781,0.6487
C0149,OR Community 149,OR,2023,30451,7272,38364,34.84,12.79,0.732,1135.7,0,0.4777,0.649,-0.382,1.0892,-0.0236,0.2477,0.0
C0150,NY Community 150,NY,2023,31371,6863,73944,24.43,31.21,2.998,799.4,0,-0.2019,1.1111,-2.2905,-0.8831,-0.4701,-0.8692,0.0
C0151,AZ Community 151,AZ,2023,22824,5385,31417,37.37,11.42,3.536,496.4,0,-0.4859,0.2392,-1.066,-0.0322,0.4056,-0.4781,0.0
C0152,TX Community 152,TX,2023,32518,7243,67862,22.86,38.72,4.097,400.3,0,-1.008,0.5128,-0.2711,-0.4694,-0.2952,0.7833,0.0
C0153,TX Community 153,TX,2023,74680,18878,81752,25.53,41.77,4.43,833.4,0,-1.0095,-1.6358,-2.1108,-0.3794,-0.2357,-0.4324,0.0
C0154,GA Community 154,GA,2023,70304,15401,70448,35.68,33.41,3.452,212.4,0,1.2336,-0.5238,1.7909,1.1515,1.6083,-0.1874,0.0
C0155,TN Community 155,TN,2023,57417,15298,84260,30.65,42.19,4.991,487.2,0,0.1985,-1.6443,0.9423,-0.2723,0.4586,0.6059,0.0
C0156,NY Community 156,NY,2023,57347,15048,83928,24.87,29.29,4.617,175.0,0,-1.0756,-2.1814,0.0888,-1.4909,2.4434,-0.4891,0.0
C0157,FL Community 157,FL,2023,61135,12397,95778,22.19,36.37,3.45,2353.0,0,0.72,0.3435,1.0662,0.7289,-0.7908,0.3322,0.0
C0158,OH Community 158,OH,2023,46026,11366,58191,29.31,24.07,0.05,554.1,0,-1.5963,1.3433,0.7453,-1.3863,0.3529,-2.7455,0.0
C0159,MN Community 159,MN,2023,87679,19461,57927,25.09,32.66,0.099,863.4,0,0.184,0.3321,-2.1758,-0.5953,-1.3027,-1.167,0.0
C0160,MI Community 160,MI,2023,63952,15746,86463,18.88,45.3,3.376,392.9,1,1.5091,0.5503,0.3025,-0.2231,0.3706,-0.195,1.5637
C0161,WI Community 161,WI,2023,59546,11001,58502,37.79,28.45,4.006,682.1,0,1.465,-0.5445,-0.5813,-0.4636,-0.0745,-0.5684,0.0
C0162,OH Community 162,OH,2023,53108,12538,73864,18.68,37.19,3.93,157.0,0,0.2848,1.8172,1.1224,-0.3369,-0.4494,-1.4269,0.0
C0163,CA Community 163,CA,2023,17611,3976,60501,35.62,38.99,1.927,725.1,0,-0.5277,0.0395,1.5616,0.6788,0.996,0.2543,0.0
C0164,CO Community 164,CO,2023,150235,34309,36772,32.75,24.11,0.782,2000.7,0,0.5707,-0.7392,-0.9843,0.5464,-0.2165,1.3454,0.0
C0165,NC Community 165,NC,2023,76402,20097,43828,36.42,26.04,0.05,365.8,0,-0.2969,-0.6507,-0.3348,-1.4515,-1.646,0.8405,0.0
C0166,AZ Community 166,AZ,2023,97474,18254,78506,28.75,30.06,4.89,842.8,0,0.7567,-1.1531,0.5702,1.3025,-0.3982,-0.4999,0.0
C0167,TX Community 167,TX,2023,54523,12867,87579,26.33,45.49,1.79,705.9,0,-1.667,1.4686,-0.1498,-0.3746,0.154,2.384,0.0
C0168,WI Community 168,WI,2023,25136,4960,84573,26.86,28.57,0.05,902.5,0,-1.1637,1.176,0.3064,-0.3782,-1.1076,-0.8932,0.0
C0169,NC Community 169,NC,2023,47999,9768,80882,31.72,49.43,3.758,794.3,1,0.5633,-0.2104,0.0409,-0.0055,-0.2807,0.4808,2.0834
C0170,TX Community 170,TX,2023,27353,6401,52875,33.13,27.91,0.198,4242.8,1,-0.4299,-0.0647,1.0246,-0.5397,0.2534,-1.3413,3.6559
C0171,CO Community 171,CO,2023,62305,11736,77706,26.54,32.56,0.05,369.3,0,-0.9021,0.2349,-1.2479,-1.8028,0.195,-1.7736,0.0
C0172,CO Community 172,CO,2023,50039,7854,40007,38.24,15.3,1.625,931.6,0,0.4572,0.4681,-0.5754,1.0516,-0.8364,-1.2225,0.0
C0173,WI Community 173,WI,2023,19546,4592,76536,21.06,36.5,3.178,704.4,0,0.502,-1.2989,0.6097,0.034,-0.3409,1.8684,0.0
C0174,MI Community 174,MI,2023,294253,73089,45570,35.49,25.88,0.482,221.3,0,0.2899,-1.3967,-0.2509,0.1638,-0.3952,0.4288,0.0
C0175,FL Community 175,FL,2023,167540,38341,89634,19.92,35.87,4.204,280.7,0,-1.2929,0.1027,-2.0581,-0.658,-0.9694,-0.4478,0.0
C0176,OH Community 176,OH,2023,61752,15010,69487,21.31,26.5,3.144,622.9,0,-1.9828,-0.5686,0.1047,0.5114,-0.9673,0.3358,0.0
C0177,FL Community 177,FL,2023,89597,16843,97214,26.24,44.21,3.029,2403.3,0,-0.0798,-0.8875,0.2968,0.1239,1.0549,-0.3025,0.0
C0178,FL Community 178,FL,2023,50329,12040,73857,34.63,26.99,1.78,259.2,0,-0.2022,-0.3029,-0.897,-0.1024,-1.1604,0.1549,0.0
C0179,NC Community 179,NC,2023,105031,20140,49053,31.91,22.84,2.157,622.8,0,-0.2658,1.2551,-0.8385,0.2237,-0.4458,1.0903,0.0
C0180,GA Community 180,GA,2023,41855,9028,57809,32.42,20.22,3.541,2788.5,0,-0.8416,0.1873,0.0961,0.4401,1.3768,-0.3874,0.0
C0181,OR Community 181,OR,2023,442398,90969,47039,28.8,32.54,1.893,680.1,0,-1.1279,-0.2989,-0.246,-0.6921,0.4577,-1.362,0.0
C0182,OR Community 182,OR,2023,434257,96630,48558,30.27,21.35,0.955,907.0,3,-0.5421,0.8128,0.4108,-1.0337,0.4349,0.9386,0.6908
C0183,WA Community 183,WA,2023,100637,23933,79624,25.65,28.65,3.479,1667.1,0,1.7576,-0.8882,-0.3071,0.7664,0.8598,-0.8393,0.0
C0184,IL Community 184,IL,2023,58828,8989,65748,27.43,41.87,3.964,354.6,0,0.7119,-0.3979,0.5068,-2.0532,0.202,-0.0199,0.0
C0185,NC Community 185,NC,2023,46698,9301,63061,27.92,25.17,1.402,216.3,0,0.7118,-0.9817,-1.9926,0.2852,-0.7422,-1.2243,0.0
C0186,VA Community 186,VA,2023,144304,34471,38697,36.47,23.51,0.05,103.5,0,0.2935,0.6167,0.1235,1.554,0.4975,-0.3099,0.0
C0187,WI Community 187,WI,2023,125311,28779,128036,6.48,57.73,6.352,2946.6,8,0.9406,-0.9673,-0.8767,-1.3977,-0.3943,1.4275,6.3841
C0188,MO Community 188,MO,2023,31231,6090,99010,15.15,42.77,5.27,813.1,0,-0.7063,0.047,0.3249,0.5683,-0.0137,1.771,0.0
C0189,IL Community 189,IL,2023,134726,28417,78188,23.22,27.46,2.922,4661.4,0,0.6723,0.9577,-0.1207,-1.2411,0.8364,-1.2143,0.0
C0190,AZ Community 190,AZ,2023,101691,21809,65183,24.52,29.7,1.827,201.6,0,0.3548,0.2061,0.0496,0.8462,0.4871,0.3464,0.0
C0191,NY Community 191,NY,2023,132320,29898,61800,31.05,35.66,1.369,5862.5,1,0.1933,-1.823,-2.4638,0.2836,-1.0661,0.6944,0.7557
